-21500,-32768,14116
-22664,-32768,8768
-12500,32767,8008
-12176,-10288,8364
-19328,-32768,14288
-23800,-32768,12016
-22472,-32768,8604
-4676,32767,7216
-14908,-32524,10988
-20876,-25240,7776
-19808,-32768,14244
-5404,32767,7708
-20544,-32768,14344
-5192,32767,7876
-23536,-32768,9792
-4072,32767,5512
-18284,-32768,13928
-21728,-32768,8016
-5780,32767,4056
-23808,-32768,11944
-4580,32767,6864
-18416,-32768,13768
-28420,29954,-32750
-14952,-31716,11076
-22880,-32768,8824
-14560,-29460,10680
-22364,-32768,8332
-4084,32767,5540
-18276,-32768,13760
-17252,2448,7576
-10928,-312,6960
-20688,-24660,7712
-14172,-26060,10192
-4072,32767,5780
-23736,-32768,12220
-4620,32767,4268
-24546,-9474,-2742
-4240,32767,6036
-18908,-32768,14236
-4696,32767,4148
-23924,-32768,10564
-6508,32767,7996
-15104,-32768,11196
-28664,18433,-19411
-13472,-21664,9756
-16640,6292,7732
-17232,-32768,12988
-23648,-32768,9828
-5312,32767,7528
-9624,9500,6048
-22664,-32768,13660
-15472,14696,7840
-5100,32767,7292
-4284,32767,5972
-4592,32767,6368
-5580,32767,7528
-9632,32767,8052
-4340,32767,5716
-4172,32767,5292
-4980,32767,4084
-16146,14077,-30264
-18456,-32768,13924
-23004,-32768,13364
-28649,24320,16202
-10312,32767,8152
-6728,32767,8064
-5692,32767,7568
-8132,32767,8084
-14832,19016,7828
-13352,31980,7904
-28445,-16128,28880
-14684,-30012,10932
-20340,-32768,14480
-23860,-32768,11720
-23572,-32768,9964
-22556,-32768,8560
-8256,32767,8136
-9264,32767,8104
-10484,32767,8164
-13412,30764,7992
-12920,32767,7944
-16524,6468,7724
-20480,6658,17179
-4688,32767,6788
-4860,32767,7176
-4956,32767,7240
-6880,32767,7980
-20251,-14335,27097
-6908,32767,4272
-12820,-15616,9020
-18220,-32768,13820
-21072,-32768,14360
-23512,-32768,12604
-20462,-8448,28227
-4252,32767,4844
-13540,-21752,9720
-23512,-32768,12856
-15092,17564,7932
-4400,32767,6396
-28420,-13315,10977
