-23460,-32768,12140
-20800,-32768,14772
-6444,32767,3800
-21368,-32768,8596
-14812,-23588,11456
-4856,32767,3872
-23364,-32768,11388
-6764,32767,3648
-23580,-32768,12944
-7980,26912,4592
-21044,-32768,14788
-18644,-14328,7704
-9112,17716,5584
-20868,-32768,14620
-22436,-32768,9744
-17644,-8056,7476
-4976,32767,4460
-3868,-19200,4564
-5304,32767,3608
-5120,32767,5636
-8012,27868,4484
-6804,32767,3692
-5252,32767,5664
-7928,32767,7320
-5252,32767,4732
-9848,32767,7496
-20868,-32768,8636
-17676,-9168,7508
-22216,-32768,10120
-22676,-32768,14208
-23300,-32768,12732
-16684,-32768,13080
-7408,32767,3856
-9564,13756,6284
-7308,32767,3928
-5248,32767,5900
-3856,7938,14325
-5024,32767,4692
-5404,32767,6284
-5148,32767,6116
-18964,-32768,14308
-12360,32767,7592
-23008,-32768,13788
-16020,-32768,12468
-17708,-32768,13516
-18256,-32768,13900
-12056,-5280,8740
-4984,32767,5900
-15696,-29596,12136
-22420,-32768,10052
-6272,32767,6872
-22020,-32768,14276
-4095,-25342,-11746
-8232,25048,4724
-19944,-32768,14384
-11988,32767,7516
-5044,32767,3872
-12716,-8616,9512
-18868,-17632,7844
-7920,32767,7284
-6984,32767,3840
-23412,-32768,12792
-11832,32767,7664
-13864,-16784,10408
-23476,-32768,12256
-5064,32767,5168
-13308,-11984,10004
-21308,-32768,14736
-13884,18844,7360
-9100,32767,7308
-8008,32767,7292
-5112,32767,4968
-15940,-30660,12496
-15256,-25184,11812
-9736,12064,6468
-15900,-29992,12404
-11812,-2604,8592
-7884,29576,4376
-8040,26856,4584
-16212,-31924,12752
-13920,-16112,10620
-11088,3232,7560
-10272,8340,6840
-11704,-1060,8288
-5736,32767,6368
-16440,-1008,7416
-23008,-32768,11240
-20092,-27516,8204
29,-10498,16703
-22776,-32768,10692
-17420,-6796,7640
-5328,32767,5020
-6800,32767,3688
237,-12292,-1078
-16304,-32768,12740
-19364,-32768,14424
-22252,-32768,14324
-9264,32767,7604
-4972,32767,3804
-7128,32767,3904
