-18348,-32768,13712
-18188,-32768,13620
-23780,-32768,11868
-23348,-32768,10256
-22844,-32768,9508
-23112,-32768,9656
-11012,32767,8080
-9032,32767,7824
-4884,32767,6044
-4628,32767,5120
-4928,32767,6076
-16540,-32768,12372
-22512,-32768,14056
-22480,-32768,8840
-19084,-14484,7700
-17384,-1912,7936
-15600,11020,7864
-8468,32767,7976
-12108,-9296,8472
-24563,5373,-28923
-21040,-28936,8108
-4484,32767,5116
-19264,-32768,14188
-20180,-22084,7876
-4536,32767,5136
-4484,32767,4372
-7864,23980,4848
-19288,-32768,14192
-23488,-32768,10180
-6608,32767,4212
-18984,-32768,14140
-32739,26878,-7094
-5512,32767,6976
-4516,32767,4632
-20247,-21250,2498
-15856,-32768,11720
-23112,-32768,9596
-16168,7156,7908
-4872,32767,-16449
-7044,32767,4308
-17096,-32768,12840
-18484,-32768,13956
-13900,-20856,10084
-12696,-12496,8932
-7472,28128,4500
-6548,32767,7268
-4492,32767,4652
-9344,11196,6020
-21672,-32768,14376
-8524,32767,7952
-24338,-13828,-20535
-23600,-32768,12512
-7960,23088,4936
-23756,-32768,11672
-6828,32767,7652
-8208,21632,4908
-21556,-32768,14488
-16492,5944,7828
-4964,32767,6508
-9040,14056,5676
-21840,-32768,14480
-24554,-13060,-224
-8320,32767,7976
-8232,21128,5072
-19848,-32768,14520
-7848,32767,7824
-7488,27856,4684
-15908,-32768,11774
-23584,-32768,10264
-11832,32767,8000
-7720,25896,4712
-20696,-32768,14456
-6928,32767,7844
-4652,32767,4168
-5076,32767,3704
-9288,12260,5856
-16612,-32768,12544
-21504,-32768,14504
-23108,-32768,9656
-4840,32765,-515
-10668,1424,7124
-22592,-32768,13992
-22992,-32768,9500
-23644,-32768,10468
-28668,-5886,27941
-4692,32767,4052
-14232,-23956,10280
-20688,-32768,14728
-23020,-32768,13424
-22740,-32768,8964
-5092,32767,3864
-18104,-32768,13576
37,4348,-28646
-5428,32767,7212
-23320,-32768,13020
-17636,-2728,7712
-4820,32767,5948
-7472,27420,4584
-17216,-32768,13084
-16452,-32768,12400
