-10796,1120,7092
-15804,-32768,12152
-16620,-32768,12704
-13980,-22760,10336
-9144,14340,5616
-4456,32767,5028
-4600,32767,5204
-18200,-8952,7676
-22896,-32768,13864
-8252,22672,4640
-22092,-32768,8384
-5744,32767,3488
-23072,-32768,9332
-17380,-32768,13232
-4448,32767,4284
-6004,32767,7468
-23644,-32768,10344
-14148,-22952,10488
-4748,32767,6172
-21748,-32768,8152
-22992,-32768,13412
-14388,-24856,10776
-4684,32767,5948
-23364,-32768,9752
-19616,-32768,14668
-5624,32767,3668
-7940,32767,7968
-8288,32767,7916
-7052,32767,8004
-6116,32767,3872
-13812,-21516,10212
-23804,-32768,11704
-20226,13052,-15131
-11108,-380,7232
-15152,-31272,11580
-23168,-32768,9116
-6936,32767,8056
-4328,32767,5736
-18600,-32768,14044
-10816,32767,8292
-20256,-2050,29891
-23780,-32768,10204
-5188,32767,3924
-23376,-32768,13092
-4284,32767,5648
-22284,-32768,14260
-11636,32767,8212
-7272,30724,4376
-24546,-30978,26433
-5500,32767,3724
-21284,-32768,14568
-17356,-1744,7552
-20252,-13827,31419
-24024,-32768,10732
-5280,32767,3872
-28645,30207,28493
-5128,32767,3988
-13764,26768,7936
-17828,-32768,13524
-8428,32767,8492
-22564,-32768,13836
-5660,32767,3840
-16424,5724,7544
-20380,-32768,14492
-4560,32767,4260
-13880,24716,8044
-19016,-32768,14260
-5196,32767,7696
-23196,-32768,13200
-4888,32767,4000
-23804,-32768,10096
-19672,-32768,14636
-5884,32767,8044
-20432,-32768,14900
-4372,32767,6600
-23784,-32768,10308
-11616,-6032,7720
-6468,32767,8080
-18132,-32768,13892
-14140,23020,7672
-16912,-32768,12868
-9232,32767,8392
-20460,-22531,26392
-4852,32767,3972
-21316,-29940,7572
-18584,-32768,14208
-8708,32767,8300
-20580,-32768,14604
-4308,32767,6372
-24545,19454,15427
-6728,32767,4168
-24008,-32768,10912
-4788,32767,4000
-23952,-32768,10888
-7092,32148,4240
-19872,-32768,14588
-18656,-9348,7236
-5732,32767,3924
-22900,-32768,13716
-4136,32767,5216
