-22860,-32768,9872
-6060,32767,6996
-9716,9940,6336
-21696,-32768,14756
-5308,32767,6324
-11904,-5820,8116
-23528,-32768,12320
-5128,32767,3816
-17632,-4848,7832
-12036,32767,8032
-16440,4900,7748
-23488,-32768,10340
-17884,-32768,13384
-8856,16032,5492
-12100,32767,7856
-21856,-32768,14384
-8364,19784,5300
-4588,32767,4484
-20220,-24584,8128
-7624,27588,4704
-20020,-22336,8112
-21500,-32768,14536
-6452,32767,7216
-10324,5496,6780
-23612,-32768,11472
-5140,32767,3904
-15600,10572,7804
-14784,-26208,10948
-15216,12900,7812
-15036,-27836,11240
-15748,9300,7884
-23172,-32768,13320
-7408,28700,4608
-20292,-24348,8068
-7784,25696,4724
-22168,-32768,9172
-4684,32767,4100
-22680,-32768,9348
-10448,3888,6956
-4948,32767,6252
-23704,-32768,11652
-13744,-19716,9940
-24350,-28929,-565
-16592,2352,7644
-16964,-32768,12772
-10212,32767,7892
-19464,-32768,14440
-9784,32767,7772
-23544,-32768,11144
-13216,-15912,9564
-7636,32767,7572
-23808,-32768,11932
-11920,-6520,8304
-8120,21704,5124
-12348,32767,7896
-22392,-32768,14220
-9320,11484,6104
-9116,32767,7788
-22296,-32768,14304
-16356,-32768,12372
-5760,32767,3732
-8292,32767,7844
-20688,-26628,8212
-23700,-32768,12192
-20450,14590,10047
-21128,-29832,8176
-17388,-1812,7768
-7536,32767,7840
-5092,32767,6660
-6888,32767,4436
-22316,-32768,14144
-16408,6372,7812
-7804,24124,4880
-14484,-26303,-258
-20488,-32768,14560
-23748,-32768,12072
-23684,-32768,10412
-11268,32767,7964
-7836,32767,7808
-13244,29156,7968
-20524,-25304,8128
-23580,-32768,10660
-17220,-164,7764
-12556,32767,7956
-12580,32767,8020
-16476,4168,7780
-9608,32767,8008
-20844,-27560,8036
-21400,-32768,14664
-9580,9848,6192
-4544,32767,4628
-19456,-17984,7784
-17540,-32768,13236
-7352,28652,4500
-21576,-32768,8480
-15040,-28224,11268
-5152,32767,6452
-23424,-32768,10372
-14740,-25840,10900
-7484,32767,7484
