-32768;-5144;7192
-32768;-4712;7040
-32768;-6300;5632
-7937;9722;2302
-32768;-6224;5760
-32768;-4564;7268
-2504;-1964;13612
4350;2822;-10495
-28660;-4604;8492
8445;-18169;-23296
-32768;-5256;6676
-24552;940;10272
4096;15605;-18944
-32768;-6244;5580
11380;-292;14648
-4172;5836;8264
-11848;-2872;12268
2288;5020;7376
-32768;-2768;8400
-32768;-4956;6776
-10152;4932;9612
12072;-216;14572
-31460;-4968;7856
12542;12549;-3582
-14256;3828;10168
-2984;5640;7720
-32768;-6056;5656
5792;4112;8236
12832;-16;14356
-32768;-5056;6780
-25044;1104;10116
-17080;-3468;11320
12452;276;14148
-15340;-3292;11844
-32768;-2084;8912
-4280;5880;8140
-18608;-3864;10944
-32768;-5268;6532
-4532;5568;7678
-32768;-6092;6108
-11560;-2848;12286
5772;-1132;14620
5772;-1132;14620
-14856;-3280;11576
5060;4204;8104
-13792;-3168;11936
2816;4752;7656
-5640;5652;8428
-32128;-256;9688
10388;-700;14928
4056;4340;7744
6708;3692;8380
1828;4896;7532
-32768;-3272;7652
-32768;-4952;6464
5552;-1524;14704
-5220;5472;8792
1244;5224;7220
-32768;-5060;6960
-12340;-2975;-258
-25920;1064;10000
-32768;-6180;5248
232;-1884;14004
-7856;-2508;12968
8384;3220;8908
-12792;4344;10100
-13740;4312;10144
-32768;-6224;5508
-18000;-3844;11036
11428;1752;10592
13344;320;14052
11212;1848;10712
5700;4096;7944
13296;988;13084
5776;4056;8128
6436;3940;8192
8988;2616;9204
-32768;-5480;7016
-32768;-6253;-1
-32768;-4884;6928
-32732;-420;9912
-5160;5780;8316
-10752;-3044;12400
-32768;-2904;8352
-1800;5504;7512
12632;136;14216
-32768;-5768;6760
-32768;-1996;8968
-4748;5736;8320
-14340;-3284;11808
-32768;-1828;9136
1632;4900;7284
12440;-128;14516
-32320;-424;10036
4596;4176;7896
-7472;-2784;12972
-2596;5560;7728
-16484;-3572;11488
-12276;4704;10132
10988;-648;14804
