-32768;4812;3172
-21488;292;6240
-16892;4740;7372
20734;31486;-5621
-32768;4276;1724
-12244;-9;-2057
16639;-1534;-25861
8272;-7552;15104
-32768;4856;1804
-14024;5940;16292
28927;20729;13568
-13412;-3764;6520
1692;2284;12276
-12700;1152;7092
-32768;-428;6096
-32514;-13051;-29684
-12008;-4404;6260
-15576;-1928;7448
-18704;2176;7848
-13412;1752;7120
-32768;4500;1640
5636;-1044;14984
-19648;-44;6552
-13320;-1720;15852
-5648;-3436;8024
-11824;-1480;6552
-28670;13825;10495
-32768;4204;2460
-16384;15354;12794
-32768;2236;1236
-32768;4052;1824
-20479;-27143;8442
-15984;4440;7296
-6712;-5364;8076
13752;1320;19592
9344;1244;17160
-28420;31736;-27646
2716;3472;12976
-9968;-4244;6140
-32768;-1840;7652
-18704;5592;6020
-27504;-5516;11724
-8156;-880;5908
-7868;-1904;6092
-7992;-4668;6764
-32768;-1544;8380
-12034;24056;-21249
-32768;4092;2020
-32768;-1080;7040
-2764;-924;9440
-13216;1592;7128
6940;1000;15760
-17688;5176;7156
-15712;-5392;14620
-6968;-4428;15432
-10924;-2528;5896
-3841;10759;11274
-12800;-2164;6672
-32768;1708;3108
-32768;4096;8708
-32768;2580;968
-22604;6184;6392
-25932;6472;5176
-32768;2404;9104
-5660;4760;18480
-15112;-740;7620
8445;-22790;31492
-32768;3936;4580
9148;1032;19640
-2652;-5988;9660
-18708;1388;7468
-13028;-3128;6812
-10872;-3272;6280
-10872;-3272;6280
-21380;1608;5956
-11628;-5948;14976
-10164;-5708;5724
-3124;-2184;9576
-5612;-2656;8528
-10844;-1640;5996
4320;-8792;12500
-32768;-656;8728
4240;-5692;13372
-10608;-6460;5688
-32768;2680;2380
6192;-2556;16100
7932;1488;15776
-11540;-1964;6628
20480;28149;-4613
-22028;1260;6656
-32768;3732;1416
6128;604;19664
4240;-5136;13248
-9512;-1336;5240
24829;29183;4618
-19996;3484;5964
-32768;4696;1636
-16200;304;6544
-3660;-4648;8988
-32768;3028;3692
