-10720;8620;13052
7348;3120;9956
-32380;-5188;11716
-27744;3968;6548
24956;8124;25760
7972;-264;12064
-13148;2508;9372
-32768;-3928;2664
12543;-17409;5899
-1120;4324;9268
4280;2304;14984
-19652;740;7428
-32768;-6848;-2400
-772;16772;2880
-30404;-2496;3640
7052;3956;13212
25016;9968;26596
8444;9236;24321
-20064;-88;7372
5084;2784;8956
14184;8064;24960
-32768;-496;3792
-32768;-7528;-2984
-32768;-9184;-3060
-31912;-5900;8196
-21104;6764;9916
12289;16375;-22526
-32768;-4724;1040
-32768;-4724;1040
11268;6516;24112
20480;16637;9994
-17696;7840;11388
-13096;8744;12708
1672;3844;9040
24516;4095;-1
-5376;5780;11056
-7468;7224;11760
16638;-2806;5127
-32768;-7768;4172
12543;-30963;14598
6552;2348;14452
12541;18428;13824
-32768;-8216;5080
16639;-20483;-26871
-9436;1436;8840
-3204;4116;9024
-5556;204;8236
12543;21253;5633
-32768;-10304;-4431
-14572;1712;9048
-32768;-10476;-4432
-32768;-6584;10864
-22684;-3700;14616
8446;3081;252
-17972;1752;8104
-32768;-12660;-5220
-27416;-1684;4656
5812;2980;12520
-32768;-7960;-1416
-3764;6088;19264
25592;11556;26808
-16136;1824;8868
-5560;7664;10984
12592;-272;14260
-1044;4720;9024
-32768;-5508;1708
23044;9280;26244
-32768;-10064;1120
-32768;-10064;1120
1456;3092;15884
-23752;-176;6132
-8452;1088;8844
12289;29939;-22270
-32768;-9384;4912
-24224;4408;8336
20708;3468;19372
20734;16408;28411
2160;-1252;9908
-32768;-7076;9988
-22964;-2248;12004
-32768;-8263;-258
14428;6712;24592
-32768;-12704;160
-13212;6624;12220
-176;3200;8384
5712;1596;14408
-32768;-9248;6688
-32768;-7684;8948
-32768;-7196;10496
-32768;-6328;11572
-32604;-5720;11468
2648;2568;8856
7616;4452;22572
-29196;-1344;4252
-32768;-6840;11028
16639;-32010;-23551
-32768;-8316;8148
16385;-15372;24834
-5348;-476;8312
-32768;-13904;-4700
