-32768;-7968;8264
-1236;-1512;9308
20735;30463;-1
-27952;2172;7084
25948;6441;-258
8192;14075;-26881
10260;8020;23728
-11444;2208;8972
6132;3372;9512
-5380;-164;8256
-13748;64;15308
12288;5629;3592
-32768;-4768;1292
-5288;7352;12016
-17952;6732;11760
-32768;-5452;324
-25504;-580;5308
-27708;-4856;9388
-18440;6940;11164
6700;2992;9872
7184;4280;12640
-22620;-1884;14256
-32767;-258;-258
-14356;2176;8992
11592;1248;14132
21188;4464;19676
-3208;-940;8772
21804;4784;19924
26512;8196;24276
-30084;1092;5864
12289;-27405;-15358
-27720;-5056;4180
-32768;-6128;2472
-32768;-9088;708
-13372;1144;16036
8447;32510;4109
-32768;-4552;2056
5228;-1152;11012
22084;9172;25912
15260;2308;16252
20900;4292;19600
10924;904;14196
8192;6387;-6398
-11208;1660;9000
20481;-26633;4099
-8972;1412;16428
-10120;7956;12600
-32768;-13752;-3792
-4640;-944;8340
-4609;-1;-1
3592;-524;10952
-9416;8628;12180
-32768;-9360;-3392
-32768;-10100;-3468
-2884;6352;11204
-32768;-7132;9376
1140;-1340;9812
-31344;-3336;3380
-24836;-1488;5388
-32768;-5060;10884
2496;4220;9712
-32768;-13736;-3964
-30128;-4104;12412
-32768;-9528;1104
-16152;1684;8448
6972;3652;10084
-32768;-13884;-3876
-2144;6640;19724
20733;-12805;12294
-4392;516;15988
-15696;1892;8816
-14104;1940;9048
10912;-1512;13212
-32768;-5628;5796
12542;-2311;15110
-9420;8452;13208
944;4924;9620
1276;3924;16120
4400;4248;14100
24829;-19960;-19972
5324;3552;12768
-32768;-8552;676
-32768;-6960;1080
-30636;-3036;3192
-22920;-284;6256
-32768;-6872;1148
-32768;-9888;3024
2784;4340;9596
-32768;-14184;-4688
-10956;1980;8948
16638;24839;4094
-32768;-14040;-5184
8192;-10766;-31230
-32768;-9316;-2944
628;3900;16112
-6564;-528;8380
-15272;7612;12388
-28596;-1940;4516
8445;-25334;-30211
-10472;8136;12824
