1980;9600;14964
-32768;-32768;-8976
27180;-25444;15204
-32768;15836;4508
32767;-27716;31772
-32768;32767;10208
32767;-26592;32528
-20680;32767;-3356
-32768;-32768;-1516
14580;-10852;12568
-32768;-30680;-8580
32767;-28576;27744
-29016;32767;-1080
32767;-26316;30544
-32768;32767;2548
27960;-29472;18268
-5792;24912;10344
-32768;-32768;-9440
27684;-26484;15940
-12488;-32768;4884
-32768;-32768;888
-27920;32767;-1892
30752;-28496;20444
-32768;-32768;-6472
-12816;32767;1888
5992;-32768;7288
4200;6168;15272
-32768;32767;6648
-4472;-32768;5372
8432;24308;24012
-14056;32767;808
28926;29917;19708
-32768;-23536;-6976
10672;-5164;13444
-632;-32768;6224
-17448;32767;-1876
30872;-28196;21476
-32768;32767;1992
19484;-31836;12148
-9716;32767;5824
28685;14380;27447
-10264;32767;4928
32767;-26644;29152
-32768;-4732;-504
11620;-6708;13420
-13360;-32768;4272
24814;20966;-21350
-32768;-32768;-756
-14096;32767;748
28683;-7634;-16077
-9220;32767;6372
-32768;-32768;-6552
32767;-28512;29736
-26612;32767;-2504
-11456;-32768;4352
10940;-5632;13852
-32768;18652;5504
16868;-32644;10652
-19724;32767;-3144
23288;-21156;12240
26736;-30308;16936
32767;-27056;27824
32767;-28792;25172
-15684;32767;-472
-32768;-13832;-2728
-32768;32767;8940
-32768;-32768;-8248
-32768;-32768;2200
24586;26671;3625
31736;-27400;24228
8208;-2912;13295
15136;-11824;10816
17744;-15120;10408
18616;-15948;10700
24012;-21680;13304
32767;-27572;32520
2820;-32768;7972
-32768;-10672;-1648
-10040;32767;6072
32767;-27624;32224
20493;-19219;-713
-13448;32767;1744
32767;-28020;30384
-32768;-12628;-2312
-5976;23504;10912
28852;-29904;18852
-16968;32767;-1752
-27736;-32768;3312
-3760;18272;12812
-25376;-32768;3808
10452;-5620;12868
-22716;32767;-3616
-32768;32767;5528
-32768;-32768;876
26812;-24668;15828
-22492;32767;-3780
-32768;1796;1704
-21588;-32768;3920
848;-32768;6952
29644;-29420;19484
