-22436;-32768;14144
-4980;32767;5172
-23616;-32768;11456
-5328;32767;3708
28697;5629;-16345
-4980;32767;5640
-23596;-32768;11336
-11112;-20;7400
-8696;32767;7532
-23136;-32768;10232
28672;-2819;9449
-5896;32767;3800
-9696;32767;7584
-22384;-32768;14280
-20816;-32768;14540
-14816;-26848;10692
-4696;32767;4492
-16528;3736;8072
-20704;-32768;14528
-5024;32767;5068
-23508;-32768;12968
28897;-11010;12737
-22708;-32768;13996
-6452;32767;6928
28924;-20483;25826
-20500;-27028;8700
-11700;-4528;8152
-5828;32767;6712
-22980;-32768;13712
-5284;32767;6164
-19292;-32768;14260
-11864;32767;7984
-32524;27644;-21802
-9616;10320;6232
-22760;-32768;10012
-4788;32767;4188
-23300;-32768;13628
-6300;32767;4056
-17696;-5324;8164
-9000;16248;5632
-20820;-29088;8696
-24329;8956;-12327
-23452;-32768;11220
-5228;32767;5840
-14436;-23232;10556
-23328;-32768;13320
-10000;32767;7596
-18308;-32768;13480
-12984;30496;8040
-23144;-32768;13696
-11244;32767;7648
-18256;-32768;13764
-5220;32767;3864
-23392;-32768;11084
-5152;32767;5280
-17324;-32768;12736
-12784;31464;7944
-12180;-7956;8752
-23592;-32768;11428
24813;1538;30957
-17340;-32768;12972
-22740;-32768;10208
-5580;32767;3888
-22304;-32768;9560
-22192;-32768;14104
-4700;32767;4752
-23544;-32768;11588
-4704;32767;3972
-22888;-32768;14048
-4956;32767;5088
-23384;-32768;13228
-4696;32767;4412
-23552;-32768;11404
-4796;32767;3908
-21460;-32768;14580
-21620;-32768;9256
-7012;32767;6932
-7592;32767;7072
-5180;32767;5708
-14940;-26892;11128
-16440;2972;8160
-9616;10636;6168
-23364;-32768;13100
-13192;28556;7912
-13124;-14136;9228
-23548;-32768;11904
-10048;32767;7744
-11324;-1924;7616
-22712;-32768;9728
-5580;32767;6276
-10596;3532;6932
-23240;-32768;13416
-5040;32767;3752
-31747;-515;-515
-4732;32767;4292
-17204;-32768;12612
-23264;-32768;10952
-10552;32767;7552
-4812;32767;4132
-13404;-15936;9680
