-28276;-8204;3684
7352;2388;13232
10240;3328;12312
-92;14044;2576
-32768;-9524;440
29684;7776;27216
-32484;-2648;6192
-32768;-7372;-516
29020;2264;23552
-24828;308;10152
8852;4588;10040
-32768;-7024;-912
4350;-26347;5630
5520;1820;14548
-5472;-408;8888
8192;1789;18440
-20168;-9504;6148
-26344;848;8624
20548;-36;19088
10344;3700;11756
29864;6212;25188
-9984;3448;15236
254;18455;-5638
1316;7628;13116
-21504;-7624;5904
-32768;-10472;-2568
-32768;1888;11592
25568;8688;27664
-17852;1532;14612
10332;7384;25336
1568;7640;13144
16624;-1536;17148
4348;-5884;-24321
-14556;-6196;6139
4349;-13544;8444
-32768;-2172;3528
-32768;-1688;3684
-11759;-258;-258
7800;184;10932
10960;2836;11896
14580;11916;24508
-12704;4744;13532
30536;2340;25824
-32768;-12028;-5872
-32768;-9112;448
16384;-5892;-20216
-32768;-2552;4912
-32768;2392;10972
-5748;8544;18904
-29572;-9384;3360
7612;6384;13628
7880;8752;21524
-6248;-5100;8316
-32768;2960;11672
-32768;-5244;956
22784;3820;20080
-32768;-10404;-1768
16638;-28164;28680
-23740;-7872;20477
27348;1672;22036
-2924;7876;13716
16384;20987;-12795
-32768;-4476;2952
3968;6908;13004
-32768;-7488;1324
9412;8536;21688
-10768;-4728;8668
16639;-18410;-15878
22048;704;27200
-4688;984;8500
12541;-15102;-4609
-32768;-8608;-504
10516;3152;10644
16637;29690;29964
-32768;-2184;5704
-32768;-8976;-5332
-27548;3748;9364
-32768;-9272;-5208
-32768;-11180;-2420
24576;-18178;4360
-20448;4452;11896
-32768;-10860;-2928
6704;-520;9904
-6147;-515;-515
23528;6664;27564
9952;2608;12112
-32768;-6472;-192
12640;-2468;12788
-32768;-2040;528
-32768;1428;10292
24831;9976;1026
-32768;-6048;2268
28308;6348;26832
28584;3672;23404
22136;-1868;18180
16760;-1128;14596
15168;-1580;13968
24831;-12535;24066
-32768;-11584;-6060
20733;22264;26887
