32767;-29256;31184
32767;-29416;32767
32767;-29528;32767
32767;-32768;20428
-12277;-15055;-22216
-30728;-32768;-512
-32768;812;-2084
-32768;812;-2084
-32768;28072;3788
-20242;11739;29617
5836;10036;14528
32767;-32768;21228
-28664;11567;-30671
32767;-31000;32767
-5156;-32768;3312
-32768;-32768;-5040
-32768;32767;4532
14684;-7360;14432
-32768;-32768;-9276
32767;-31600;32767
8572;6084;15036
-23400;32767;-840
-32768;32767;6904
-32768;-26808;-8568
32767;-32768;24756
-32768;32767;6544
20004;-32768;13192
-32768;32767;4488
32767;-32768;31652
-32768;-1240;-2756
13364;-4176;14800
-20467;-18641;-1220
-32768;-12800;-5880
-16012;32767;-44
32767;-30848;32767
-32768;32767;5640
32767;-32768;23912
-32768;-32768;-1340
-32768;32767;6168
-12050;2535;21402
32767;-32768;22768
32136;-31016;23420
28660;-32316;19732
-26772;-32768;4
-12268;-21758;598
-32644;-32768;-732
26596;-25168;13244
-32768;-16152;-6904
-16147;29925;-17005
-1984;-32768;4676
-19704;32767;-1296
32767;-32768;23372
-16369;29424;23871
-27556;32767;-264
8948;1676;14580
31516;-31112;17860
32767;-30836;28392
-20460;-7923;10066
-32768;24004;2988
-28008;32767;-24
-3012;24496;10808
-7809;-1;-1
20648;-17588;12624
32767;-31428;32767
13972;-32768;9344
-32768;-21644;-8132
-24339;-16164;-24146
30792;-30672;17160
32524;-32280;19624
-20465;30510;-20419
-32768;-31448;-9708
5792;8212;12798
-20460;-15091;29524
32767;-32768;27596
-32768;32767;8356
-6616;-32768;3652
28024;-27112;14120
-15540;32767;-4
-32768;-22124;-7780
32767;-30208;28284
-7652;32767;6360
32767;-30800;26636
-32768;32767;5956
32767;-32768;25332
-32768;-32768;-6828
-25184;32767;-908
32767;-32768;19844
-31940;-32768;364
-32768;-32768;-8856
-7954;6362;-1609
7504;4416;14664
32767;-31028;25648
-32768;-32768;-4212
-32768;32767;8868
-15888;32767;-156
-24800;32767;-1080
-21288;32767;-1580
-6280;32144;7924
16704;-12372;13136
28524;-27976;14416
