-2476;1088;7652
-9684;1388;8972
12543;3068;-28933
-18756;-3800;7448
-26588;812;14744
5996;-284;17604
1288;-1556;16764
-25320;-5252;4580
-15052;-1316;8688
-27160;-2500;3924
-32768;-1488;1912
-27700;156;4172
-6224;-232;7488
8193;-2062;-4098
15636;-1220;16944
-32768;-4892;-976
-3536;8160;7192
-31640;-7036;12388
-10772;-2832;9508
-1824;912;7884
8446;-4853;29958
-32768;-8920;-2864
-5740;2568;19260
21744;128;21804
-23312;-1260;5648
-16736;4772;10680
96;-672;8248
-6352;296;6412
-21272;332;6268
4448;1580;10892
20860;984;24236
2884;-1340;19456
-29576;-7688;3380
-8232;7900;9060
-32768;-4272;1180
-32768;-5088;204
-4188;808;7064
24516;6592;24336
18304;504;18424
1172;-4336;8764
12543;-4361;-29690
2672;3176;8004
2672;3176;8004
8232;5904;23600
255;13567;-25845
255;13567;-25845
255;13567;-25845
5804;-2892;16448
0;-22025;31231
-32768;-992;9096
-7128;8144;8028
16344;-4072;17824
-32768;-4728;-444
-32768;-5740;2628
4350;-3337;-9985
-32768;-4344;1120
-9908;8652;11008
-19784;-2264;16048
5816;-5368;17360
-7300;9688;9196
12543;25088;4619
1528;-1160;9156
2428;-3264;18964
-3748;232;7560
-3660;4964;6476
-1324;-3440;8264
4400;668;9280
-16844;4072;11204
22424;4120;24684
-32768;-4356;92
21736;-584;21932
-28916;-5500;3732
7112;-2116;13384
-32768;-4720;2468
-32768;-8772;-4160
-32768;-8612;-3988
14144;-3476;15680
0;-29454;-30979
472;-272;20604
4350;13559;-3843
21696;5312;26232
-7132;588;7468
-7068;1376;7796
4208;212;10088
-32768;-5180;224
4716;-2692;16832
12552;-3332;15140
-32768;-7300;-1904
-32768;-4368;2616
-9444;4040;16740
-19424;-712;7164
-31784;-592;9556
-13412;-3216;17852
20352;2912;24452
3712;-1452;16664
-4095;-28686;-23299
-32768;-7624;-3476
-11720;6624;11752
-16813;-515;-515
-6684;6464;6796
