976;7224;-1776
-9684;104;10840
-31924;-1224;9440
-32768;-3184;7576
-1736;2036;7264
408;1604;12416
-32768;-4232;5992
-16816;-36;10220
1220;2484;7276
5656;2976;8740
3764;2640;8380
-2524;600;12324
-260;1872;7672
-32768;-2116;7788
-14268;-576;9908
-12356;-984;10752
-19268;-1976;9648
16;676;12728
1580;2728;7748
10240;2872;12180
9676;2176;12984
-3780;1508;7392
-3832;1608;7208
-5504;1236;7364
-24968;-916;10356
-8884;96;8416
-23904;-1120;10196
-368;2660;7484
-14908;-1296;10392
-32768;-2688;6536
-244;2788;7540
-4064;-152;12336
-32768;-1080;9228
-8000;532;7828
-1964;2392;7132
-17204;-916;10512
-5572;1308;7532
-1816;2432;7304
-10172;-124;8768
-9932;136;8316
1656;3060;7576
-32768;-2400;7380
-32768;-3172;5752
-2012;8792;-1600
-12828;-504;9040
-10604;-836;11132
-9624;276;7964
-32768;-3252;5508
-9692;308;8172
-12796;-1056;10964
-6992;1120;7488
-32768;-1964;8024
-3944;2244;7348
-5164;1952;7220
-848;200;12668
-32768;-2372;7716
-8380;840;7896
476;3156;7368
-4488;-232;12180
-20636;-1704;9092
-2056;36;12596
9532;1392;13232
-32768;-3016;6356
-32768;-1948;9072
-23572;-2076;8544
-24416;-1228;10424
-9048;-616;11412
-17476;-1120;10812
-30756;-1380;9864
-20320;-1276;10744
-32768;-3016;6368
9540;1504;13016
4188;3236;8316
-30772;-1708;10060
-18908;-1596;9736
10224;1792;12688
-13904;-468;9692
-19844;-1248;10720
10504;2412;12108
-20816;-1372;10688
-9992;748;8236
8000;3012;9992
9976;2516;11120
-10708;640;8508
-7288;1980;7364
-7052;2048;7476
9612;1316;13156
1572;3276;7636
-588;3272;7312
-32768;-2152;9300
-32768;-2640;6732
-9468;1256;8044
-21308;-1604;10488
-16664;-1537;-1
-3244;28;12448
-20226;-15609;32767
-8812;-612;11556
-1296;3552;7052
-12288;13050;770
-27140;-2344;7696
