-20964;152;14356
29540;6804;26652
7504;560;13052
-18185;-2057;-2057
-104;-1255;168
-2928;500;6692
-32768;-13012;-1712
-32768;-8044;-2224
-5556;-2504;7332
-32768;-11680;-3864
1420;9572;9960
6588;5696;9644
-6092;8872;12208
-28418;-2563;-29172
-6620;5916;16956
-20784;-5724;8004
-24323;-6404;5628
-11132;5156;15980
-24576;12280;-19198
-23608;2888;14944
-32768;-10600;-2864
-32768;-1868;9124
-20226;-6402;18175
24792;6424;25720
8128;4164;11112
-13488;6224;12056
26524;8368;24916
-32768;-3360;9160
8184;5340;10932
-11696;28;8336
8372;6300;11192
5528;4584;21368
-20748;-15363;-515
-21436;2988;10708
26644;-616;22980
-32768;-4516;1900
-12684;6640;12064
-14516;2808;14812
15288;13568;24280
-10168;2600;7964
-12287;-15883;-7679
-32768;-616;8512
-29992;-3192;7204
-29992;-3192;7204
-5552;4312;11856
-11172;-2252;7992
18724;10280;25104
-15184;2724;11336
-31747;-515;-515
-13480;6708;15192
7408;2096;13980
-8816;-1804;6708
-32768;-8924;-4492
-14348;1272;17448
3520;12632;19840
7356;1352;12616
-8241;-2057;-2057
-32768;-13280;-3616
-5972;-64;18156
-16129;-754;-13826
18040;6564;24456
-15852;-5936;9248
2264;1204;18460
-32768;-10884;-5352
-5544;568;6584
32767;-1;-1
-32768;-1980;8744
6040;4844;13916
3768;8000;11532
10744;3704;12780
-32768;-6452;336
-12287;-23567;28674
-32768;156;3848
6252;2852;13532
-13816;-2964;8036
-32768;-4092;1144
-17264;7248;12224
292;2744;14668
-23796;-5636;6508
14892;-3348;15520
13888;-644;14916
-13936;-2932;8708
-32768;-4388;-216
-1760;2364;17580
8444;4867;-17150
-20124;3476;11816
-32768;-11340;-4368
4350;5884;12047
140;6268;9416
26148;-1184;23620
-32768;-7296;3140
12543;-5637;3079
21472;7600;27244
-32768;-7212;-124
-620;5188;9336
2512;4264;9096
-392;5280;9884
-32768;-3476;2952
-22656;-3052;10512
26960;9224;26016
