-28488;-1260;12064
-27156;3404;4548
-2224;-4056;9800
10264;2020;19988
-15132;704;15872
-32768;-676;5712
1696;1504;19340
6408;-1972;13892
-10880;-2420;7252
-17316;-2904;14924
5796;-2664;13816
-24976;5212;5432
-32768;-488;6272
12460;3336;20940
16639;15370;-29951
-11760;836;7924
5544;672;19644
2396;-3472;11804
-5596;-3388;7632
-9908;-1516;7432
-21604;-1708;14208
12288;-28678;-22020
-2636;-2348;8648
-1940;-948;8544
20734;-14074;27392
-32768;2176;360
24829;-17410;25867
12812;984;17476
-13520;-1928;7152
-9120;220;7100
20734;20488;-21490
-32768;4312;2880
-7560;-1628;6208
-8080;1676;17848
-32768;468;1380
20734;-11258;-10240
-12692;3808;8592
-2812;-4296;9436
5804;-3448;14060
-27684;4612;4560
7736;5508;20988
9328;-2352;15716
-5328;-3652;7624
-2648;-3063;-1
9300;-2596;15672
15912;4380;20832
-228;-4032;10568
9508;-2116;16396
1396;-1988;10996
-6220;-1804;6456
-6220;-1804;6456
-9532;-1232;7548
-11804;-752;7812
-32768;-1468;7136
-28419;30971;22020
-10100;-240;7992
-4740;-2000;7560
-12720;836;16840
-13116;700;7664
4764;-3088;13540
-13200;-548;16364
10188;-328;15920
-28417;-10248;-10759
-11028;-1960;7464
-7736;-2040;17448
-32513;2297;-18437
-28500;5560;4812
9564;4916;21236
-32768;2780;2908
-29048;5464;4536
-24322;22775;3836
-32768;2088;-72
-12692;-1476;16580
11824;-340;19176
5396;-2752;13068
11676;-228;19444
2900;-2436;12644
1660;-3392;11512
-11360;1980;8256
-28670;-30727;5116
11712;-1168;17852
5884;-2928;13636
5180;-3256;13536
-2924;-2704;8692
-16383;-14348;-9733
7872;5028;20708
-3084;-2028;8212
-20479;-7948;-4609
10744;20;16376
-15924;3576;7800
-2224;-4028;17252
13316;412;19396
-10024;516;8244
-32768;-628;1556
-12287;9731;-17924
-9360;-548;7916
-32768;2948;1368
5532;-1920;13868
-1156;-2740;9496
-3842;-259;-6651
