-32768;-11024;-752
-13832;256;9304
-28419;17671;24829
-32768;-6480;1064
13064;1844;15644
13064;1844;15644
-4108;3872;16967
-20226;16659;16123
-21760;-9740;7224
9492;3980;12556
-28418;-12808;15114
-24464;856;9188
10436;3336;12028
3860;6272;10148
-14032;-6744;9044
-20227;23317;-30724
696;6024;21188
-6164;9948;10472
-32768;-3888;-1056
-20478;30961;-11264
-2704;9660;17352
8732;4256;10612
-20480;25086;9727
-10148;-1625;-1029
10796;1184;14108
10796;1184;14108
-32768;-4504;-1220
-32768;-284;5528
3896;5876;8396
-7937;26881;-12790
-3308;-3304;6924
-17748;-1300;9164
26528;7744;23200
3632;6180;11136
212;-1392;9140
-20228;-20485;-17910
-32768;-8980;-1316
26623;-1;-1
-11228;-1;-1
-6920;-1844;6508
-13056;1088;9540
254;17145;-17151
-4736;6056;9768
-12034;-494;27904
-20568;-2256;8296
-32768;-4796;2368
19324;3508;19033
-4740;-1712;7416
-4740;-1712;7416
-32768;-4124;3304
9740;1676;12780
-28596;-1628;7744
-11492;-4968;6960
-31840;-2632;6348
-32768;-9196;-656
28928;-176;26428
764;7060;7420
-14112;-4540;10796
-1532;4832;17804
-25188;1716;8480
-32768;-5344;8
-32768;-4488;-176
-32768;-6780;2808
-32768;1556;9548
3924;2920;13296
3924;2920;13296
-32768;-9312;752
-23084;2848;15380
-31200;-7268;3960
27096;8484;24184
-32768;-14008;-5124
9540;-2148;12560
-32768;-4552;3476
10048;-1000;12812
6220;-3368;10980
24577;24052;13057
-1732;-2892;7376
-9748;-1416;6480
12543;-16903;4864
8808;328;11180
-11576;-448;9596
20734;30971;18427
9712;1056;14148
-10828;5344;16660
-16156;-9912;8564
24829;3835;-14330
-1396;-1460;7756
-6508;3644;11544
-3136;1180;6064
-30440;1292;12620
-32768;-2964;4712
-32768;-11052;-3200
-7796;6848;11984
4108;6132;8712
-2304;8656;11132
-10140;-2848;14584
-22980;-10172;6812
-10784;2672;16856
-16508;6308;11684
-32515;-25328;28671
