-9908;-2328;7456
8244;-2948;15152
-6936;-2100;6672
-15676;1180;7296
-9472;2272;17560
1380;-2228;12192
-32768;-792;2756
-2652;-3712;8996
12760;1120;19108
5248;-3496;13664
-23520;116;14064
7536;-1828;14740
-13888;-404;16216
2960;-4084;16584
-9624;-3124;7244
-18984;5120;6776
4064;856;19356
-32768;792;2180
-18312;1692;6488
-32768;3912;1104
-32768;2072;612
3032;3524;19584
-1188;-4824;10512
12852;2824;19796
10480;4448;20396
-11812;24;16756
3016;-3468;13604
4612;4032;19868
-8224;-124;17628
6296;-4372;14180
-32768;240;6020
28926;-13067;12797
-2788;-6996;9328
-6564;-4352;7516
20481;14580;5116
8796;-2544;15892
4732;-3416;13972
-18948;2140;6564
12064;1068;17428
7488;-1292;19244
4788;-2008;13484
-27460;-1308;12916
10212;-2364;18372
-456;2752;19496
-32768;4;2704
-32768;-292;2672
-32768;2304;1468
-32768;128;1428
-32768;-3100;6900
8940;-2472;18528
8984;-3132;17420
-25924;5068;4996
-32768;-1424;2332
-11328;588;8560
-32768;2972;344
14112;4084;20396
-9724;-692;7800
-32768;-1212;10256
-32768;2764;1264
-32768;3500;836
8356;1468;20032
-12236;-1672;16880
-22372;4992;6024
-11240;2128;8696
-12796;2560;8584
-32768;-844;2860
3520;-4248;13524
-32768;596;6992
-14848;380;16140
-10796;-172;8520
-7748;332;17816
-32768;-696;4028
-32768;4076;2744
-21820;3664;5780
28672;27126;-6150
-32768;128;1412
3480;-4048;12856
-32624;-196;10324
-19024;4180;6824
-20225;24072;-27893
-5692;-1980;6996
-29852;1048;11392
-9296;-2852;7464
-7712;-1316;17840
-5700;-2616;7140
-11736;1880;8688
11080;-1268;17300
200;-2124;11024
-8588;-3344;6832
2400;-3864;11768
-32768;-852;4792
-8744;-3948;7192
7512;-1956;18988
-1408;-3372;9340
-7192;-1400;6736
-28672;-27900;-23796
4456;-3064;13240
-8052;-1436;6655
-32768;-1996;12279
-20226;-29698;26890
