32767;-29264;25688
-10236;32767;4800
-32768;30000;7912
-18532;-32768;3560
14504;-10872;12728
-32768;32767;10140
20552;-32068;12484
20718;2278;-10855
-32768;-32768;-7564
-4664;22164;11460
28744;-27004;17684
-32768;21172;6648
-30724;32767;-76
-2304;16676;13200
21836;-19404;11832
14596;-32768;10044
-32768;17344;5484
6948;1260;15152
32208;-29152;22876
-32768;-32768;-8424
-32768;32767;7664
9764;-3956;13756
14656;-32768;9880
-31556;32767;452
32767;-27692;24324
-18924;32767;-2776
-32768;-32768;-9132
32767;-26768;30952
-32768;32767;4512
31572;-28980;21876
-32768;7956;2760
25084;-23492;13284
-32768;32767;9012
32767;-26812;28028
-23224;32767;-3420
22040;-31396;13788
-16988;32767;-1760
-32768;-32768;-1012
8632;-1824;14604
-32768;-19060;-4984
27984;-26832;16400
-32768;-22948;-6252
4392;5140;15032
18460;-32548;11436
-32768;32767;2104
32767;-27024;32767
-32768;2564;1160
32388;-28948;22948
-32768;532;660
23984;-21816;12684
-32768;-24584;-7040
28576;-27152;17152
-32768;-25100;-7252
-1976;16632;13384
31508;-29124;21848
29724;-27964;19408
26664;-25264;15076
32767;-28396;29760
11056;-32768;8828
-32768;9100;3144
5932;2996;15252
24595;28685;28239
-8968;32588;6620
32767;-26360;29428
-32768;32767;8472
32767;-26492;32767
-32768;-32768;-7480
-25948;32767;-2744
32767;-28180;29584
-32768;-32768;-6552
-32768;32767;4260
32767;-28736;28120
-32768;32767;10064
32767;-26256;30636
-11976;32767;2716
-32768;-32768;-68
24814;-31259;-8808
-32768;-32768;-820
20564;-17756;11800
-32768;-24584;-6884
32767;-28356;27184
-32768;32767;9924
29248;-27040;18372
-32768;12356;3896
31616;-28192;21976
-32768;32767;4048
31648;-28224;22036
-32768;-10260;-2692
32767;-26308;32767
-23188;32767;-3604
-24064;-32768;3196
-19560;32767;-3360
32767;-28256;28564
-32768;-16788;-4412
7392;400;15064
-29720;-32768;2308
-15736;32767;-944
26956;-29928;17140
-17964;32767;-2348
20498;-12778;-23735
