-20732;-32048;9108
-5392;32767;4092
-21360;-32768;14784
-5464;32767;3748
-8496;22916;4820
-6976;32767;6412
-21012;-32768;9516
-22736;-32768;10912
-19292;-20860;8656
-5860;32767;3456
-19076;-32768;14220
-18708;-32768;14040
20483;-29443;15600
-19332;-32768;14456
-8660;20856;5320
-7676;29808;4344
-10256;8208;6732
-14352;-18420;10544
-21872;-32768;9648
-11344;32767;7892
-5744;32767;3616
20723;-16389;-6699
-22708;-32768;10336
-8072;32767;6808
-8312;23508;4956
-21204;-32768;14936
-10080;32767;7520
-16640;-32768;12724
-17660;-8104;8252
-8016;25740;4892
-7036;32767;6672
-22456;-32768;14176
-5604;32767;4684
-22284;-32768;14364
-5752;32767;3796
-15356;8400;8244
-23156;-32768;13264
-18668;-32768;13776
-9488;11248;6392
-6804;32767;4040
-5532;32767;3636
-5440;32767;5100
-9172;32767;7416
-20452;-27992;8684
-23324;-32768;12780
-14516;-21328;10556
-5316;32767;4288
-19572;-22448;8728
-17980;-32768;13384
24810;-21759;31206
-22544;-32768;14160
-5372;32767;4076
-21920;-32768;9528
-11412;-876;7716
-14596;14064;8244
-18652;-32768;13796
-5872;32767;5580
-20496;-32768;14716
-5772;32767;5656
-23364;-32768;12612
-10612;3860;7276
-14688;12316;8448
-14524;-21060;10696
24583;-5375;-984
-7220;32767;4216
-22892;-32768;13808
28900;1023;-4913
-18540;-32768;13716
-17792;-9544;8400
-5628;32767;3656
-16124;-31352;12160
-22588;-32768;14004
-23132;-32768;12216
-22964;-32768;10884
-23068;-32768;11288
-22508;-32768;10212
-20300;-29132;9016
20481;-25854;14107
-14012;16576;8176
-12780;26848;8156
-9240;32767;7196
-12856;27004;8112
-22052;-32768;9816
-21116;-32768;14944
-13436;-11164;9688
-9356;15528;6084
28899;-18947;192
-5828;32767;4344
28678;-15358;27174
-18916;-18136;8668
-22352;-32768;10248
-23080;-32768;12620
-17320;-32768;13156
-6828;32767;3928
-7460;32767;6540
28921;30209;-14837
-8116;32767;6812
-9264;32767;7040
-9916;32767;7456
-9364;32767;7352
