-11080;2596;10532
-8176;124;11032
-13292;-5760;7712
-17484;-10336;2632
-17296;-15528;17476
-16548;-12420;15916
-12608;-2152;10752
-9644;-2564;10592
-15464;-11344;5172
-18504;-4076;17940
-15364;748;12140
-9984;3104;10440
-8184;2876;10984
-8048;2024;11140
-17410;-258;-258
-17120;-10400;17336
-17944;-10360;804
-11144;172;9552
-14312;-4864;6744
-12524;-4572;8180
-16740;-9636;3960
-17624;-15028;832
-14764;-10120;12172
-18468;-272;14136
-9148;1788;11064
-14500;-8728;11316
-8724;4528;10432
-18784;4528;10432
-17100;-14260;1180
-14636;4592;11492
-17212;-11992;2632
-16784;-8024;2076
-15328;-2456;13220
-17512;-5420;13364
4098;1535;-12534
-13256;-1428;10732
-17544;-13360;784
-17408;-13732;960
-17860;2112;18140
-9032;3732;11172
-15424;-13952;4684
4349;11011;30199
-8288;4424;11128
-10880;-1220;9620
-17716;-11804;1084
-17296;-10588;3144
8194;11777;520
-16460;-4432;16356
-16460;-4432;16356
-17780;-15588;705
-17764;-14716;1408
-9104;448;10260
254;-27396;-26880
-18464;5664;17688
-18492;5500;14680
-12808;5772;10920
-8400;1656;11144
-14480;-7368;7788
-10984;6176;10368
8192;-21251;1800
-18352;5468;14524
-17652;-15344;1252
-12948;-896;10820
-14760;-5123;-515
-17664;-15280;896
4098;5888;1023
5368;12332;2848
-16248;5028;12416
-15436;-4612;14328
-17884;3416;13820
-17056;-8924;1316
-18620;4216;16956
-11664;4064;10548
-15488;-10044;5252
-14644;-2152;10652
-18444;4172;18008
8193;-7167;17928
-12448;4792;10760
-14576;-12364;7568
-14808;-5028;11968
-8676;972;10992
4351;-31237;-22267
-17044;-16140;1752
-15912;-12612;3792
-8448;3852;11256
-12692;3396;10504
-17636;3472;13592
-7940;27393;-8966
-17868;1964;18080
-14368;-5868;8820
-8108;5760;10928
-10348;-828;10028
-8152;4416;11264
-16376;1692;14784
-17664;-17108;672
-16248;-9096;4404
-14516;-6852;10084
-17272;-13644;2868
-18668;6060;17456
-16600;-10856;2336
