26304,-32768,13872
23284,-13336,13648
26332,-32768,13860
32767,-27944,30464
27572,-32768,14944
-32768,32767,4404
24640,-32496,13180
-27076,32767,636
32767,-23276,28448
-32768,32767,3420
32767,-24916,30048
-12584,32767,4104
4816,-28712,11852
12360,-6440,11852
31504,-20396,26496
-32768,29096,8004
-16152,27832,7920
-11084,14432,10272
2056,-19784,15500
3628,-21556,18336
-31788,-22980,5764
-12732,18336,7408
-12896,25728,4492
30632,-19780,25140
27520,-28768,16788
-10212,26640,6436
-32768,32767,4728
32767,-22648,27588
-32768,32767,5728
-32768,32767,5340
26824,-28436,16444
-32768,32767,4676
2260,3416,9604
28580,-14468,22020
-16192,32580,2528
-14192,-25672,10008
-32768,-18652,-10344
-32768,32767,5024
8884,-1680,9832
-32768,32767,5172
25336,-10748,17220
-32768,-29196,2584
-15860,32767,2844
-2968,12160,11224
20112,-27372,14600
-32768,-28144,-2660
-5724,19708,9564
14476,-26936,14420
-32768,12692,-4196
22044,-27524,14608
22176,-8888,15916
26552,-30140,15264
-32768,-19160,-9228
-3688,11292,10704
31412,-25580,25972
19632,-21316,16196
10352,-19544,16168
22104,-10028,17092
31904,-23372,26164
792,6684,9276
25764,-26100,15868
-6832,-17752,12492
29396,-28600,23380
4916,-128,10024
-25256,-22732,6832
-9876,11516,11404
-1008,-676,11888
-32768,-25064,-712
16622,-29193,-28951
-7744,8700,11488
-11408,14380,9988
-15924,20528,6384
-32768,-27028,-1648
-5196,11324,12852
-2108,-336,11856
5624,-5420,13060
-15836,-21772,10348
-24720,-15684,8112
-11816,-15228,12260
-6040,8184,9844
-6576,10164,10940
-7404,-22264,14892
-32768,-26629,-1029
2224,-2980,11460
-32768,-17868,2552
10364,-11252,14368
-12872,13676,8756
-6552,12100,12172
-17992,29036,6644
-15000,18704,7116
-8900,14420,11492
-18844,27204,7712
-616,1192,11604
5820,-6784,12156
-21256,24000,6708
-9388,13700,11244
22152,-16888,21100
-12384,18300,6736
4296,-13140,12772
-32768,-25260,-3368
