-32768,-32768,-6608
-32768,-32768,-8768
-32768,-28016,-8064
-32768,-15872,-5088
-32768,-32768,-1492
14464,-32768,9452
32767,-27416,25260
25424,-30768,15788
-32768,-32768,-2884
-32768,-7932,-2912
-32768,32767,8000
908,13064,14504
29132,-29216,19408
-32768,32767,5440
32767,-26912,32767
-32768,3724,-76
20718,-22806,32683
32767,-26452,31100
-32768,9748,1388
4604,6912,15184
26900,-30356,17224
-32768,32767,4844
32767,-27888,32720
-32768,-32372,-8656
-28772,32767,-1416
-20732,32767,-2948
-32768,32767,1892
-32768,32767,7432
-32768,32767,8260
16397,20717,-20683
14436,-10492,12516
-32768,-19544,-6084
26708,-24928,14792
-32768,6172,1644
28632,-29648,18864
-10104,32767,4892
15948,-32768,10428
-32768,32767,5388
31492,-28588,21368
-32768,32767,9296
32767,-27188,26920
-27704,32767,-2212
-2488,-32768,6088
-22400,32767,-3480
10452,-4872,13516
12291,-2774,34
-13676,-32768,4904
-32768,32572,8124
12526,29163,1197
32767,-26452,31764
-32768,1680,376
-452,13380,14008
32767,-28244,29056
-7224,-32768,5656
-32768,32767,9796
-892,13800,14028
18972,-16148,11356
16637,-23007,4885
32767,-26560,32644
9800,-32768,8576
-32768,-8612,-2320
-32768,32767,3396
-15208,32767,-360
12526,13291,-30547
-10036,32767,5612
-17760,32767,-2128
-14904,32767,32
-3028,17568,12760
27120,-24824,15460
13740,-32768,9372
-32768,32767,8636
9896,-4348,13840
-32768,-32768,-9276
-15208,32767,-128
32767,-27672,29396
4110,-26070,-20423
-32768,-17484,-5188
-32768,32767,7264
-15252,32767,-192
27140,-24956,15456
-29788,-32768,2536
-32768,32767,1432
32767,-27924,26716
-32768,-32768,-3180
-16264,32767,-1184
32767,-26996,28824
-32768,32767,1420
32767,-27448,25968
-32768,32767,5072
16635,-24291,18189
24708,-22312,13048
12308,6393,-25776
10896,-5984,13572
-32768,-14480,-4316
22544,-19784,12076
-32768,-30588,-8716
29604,-27228,18672
-32768,-24780,-7252
13648,-10180,12476
-30760,-32768,2376
