10988,-32768,8420
-32768,-32768,-724
-32768,-32768,-9948
-22288,-32768,3084
14436,-32768,9608
14436,-32768,9608
23416,-32768,14136
32767,-30360,20479
-4480,-32768,4932
-26816,32767,-208
31368,-31576,22348
-9500,32767,4300
-32768,-32768,-8084
32767,-30304,26664
12536,-4356,14452
-25952,32767,-576
-32768,32767,9260
-16372,23274,-6602
-32768,-12572,-5136
-32768,-32768,-7172
-32768,-32768,-3776
-30400,-32768,88
21016,-32768,13364
32767,-29372,32767
-13068,32767,1072
-32768,-32768,-6724
32767,-30136,26412
-9716,32767,4008
-32768,448,-1704
-32768,468,-1548
-32768,31256,6036
-20478,14047,-28147
11060,14047,-28147
-32768,-32768,-10012
668,18644,12856
32520,-29968,24824
-32768,32767,8368
32767,-32156,24460
-32768,32767,6856
-12282,8494,31278
10684,1148,15272
-32768,32767,6184
540,-32768,4480
-12281,-15056,6706
27708,-25728,14048
-6340,-1,-1
26136,4404,-304
-32768,-32768,-9068
-32768,-21768,-7084
-32768,-6952,-3068
-32768,32767,7016
-14628,32767,400
32767,-32768,23228
-32768,-32768,-8256
-7952,32767,5288
24540,-32768,16524
-32768,17336,2148
-8088,32767,5192
25576,-31484,18488
-32768,32767,7816
32767,-30888,32767
3432,16856,13900
-12049,25561,-30539
16748,-32768,11976
216,22184,12392
-7752,-32768,2060
-5024,32767,16382
-32768,-32768,-8068
28192,-27740,14204
-32768,28724,4848
32228,-29152,25688
-12040,-2024,-25602
31720,-29292,25300
31552,-29512,25064
32767,-30604,32767
26428,-25080,13676
-16200,32767,-364
-16365,-27397,6997
5352,-32768,6144
26968,-30876,20096
31064,-31868,16300
-8040,32767,5072
-32768,-32768,-9516
17444,-11484,14356
-32768,24896,4140
32767,-32768,22632
-32768,-12728,-4536
32767,-32768,18860
-32768,-32768,-9256
4664,13612,14576
14468,-32768,10684
19276,-14336,14416
-16383,-12834,8715
17108,-10932,14492
-32768,-32768,-9528
9996,3796,15744
-12272,29732,-4792
-32768,32767,8364
13932,-4904,15060
32767,-29824,31868
