-32768,2012,-8624
-20532,-25916,7204
32767,-32768,30640
-4480,23680,9956
-32768,-17656,-5132
32767,-32768,21580
28908,-296,-580
22396,-31004,12712
-4600,23336,10000
20044,-30408,12120
19940,-13288,10984
-32768,32767,-2300
32640,-32768,20296
-21292,32767,3212
30944,-25160,18264
-24565,-21001,-24529
29024,-22792,16380
-32768,30848,-4016
32767,-32768,20852
29220,-23424,16188
19940,-13156,11204
17912,-11072,10580
32767,-32768,27764
32420,-32768,19484
-3392,-26856,9904
-32768,-20472,-2252
-32768,4592,-8164
-32768,32767,-3436
-32768,-20740,-1656
-24571,30440,-32737
-32768,32767,-52
-1652,18636,10904
15292,-7856,10208
31296,-25688,18044
24432,-32292,13020
-32768,-16824,-4800
-13676,-25944,8488
32767,-32768,29604
-29328,32767,1688
32767,-32768,29876
22776,-31652,12692
4624,-27516,11644
-23152,-26104,6864
-32768,-17608,-6696
-32768,-22460,-3224
-32768,32767,872
92,14012,11272
31904,-25700,19500
32767,-32768,30136
29984,-32768,16868
28904,-32768,15916
14012,-28976,12108
32767,-32768,29804
-32768,32767,1976
476,11056,11364
29164,-22412,18232
-12116,32364,5468
-32768,32767,3768
-16372,32767,3548
13820,-6492,9872
32767,-32768,23500
-32768,-9008,-9116
-29376,32767,828
3684,5708,10900
11492,-3980,9632
-992,13908,11492
-14124,32767,4520
-10836,31012,6376
-32768,32767,4236
-32768,-18892,-5928
-4448,-26784,11684
25176,-31104,13640
31048,-32768,19320
21096,-29748,13268
28840,-21752,17968
12792,-5344,9964
17976,-10376,11020
-23952,32767,1196
-26968,32767,868
32767,-32768,28808
-18968,-26016,8500
-32768,-14884,-8644
-32768,20452,-4744
-28640,32767,1112
19516,-11756,11464
32767,-32768,27872
31156,-32768,19556
-13584,-26044,9712
-32768,-24460,1840
-18956,-25872,8380
-32768,27812,-2564
-15192,32767,4244
13512,-5912,10012
5856,2324,10196
3736,6020,11020
32767,-32768,29484
-32768,32767,944
32767,-32768,28512
-32768,-18732,-5512
-32768,32767,1772
