-32768,-32768,-9064
32767,-26012,31432
28744,-27516,17140
-7244,29272,8228
-32768,17588,4164
-10272,-32768,4740
31684,-29120,21692
-32768,32767,9420
32767,-27964,30848
12308,9210,-31151
-8940,32392,6700
6504,1096,14776
13376,-9852,12260
25904,-24188,14424
32767,-26548,32767
-16632,-32768,4380
-32768,32767,10040
-4124,20688,11908
30540,-28024,20448
14900,-32768,9800
-32768,-15876,-4732
-22116,32767,-3620
21472,-19312,11816
24620,-31312,14880
-32768,-22880,-6712
-9320,32767,6236
16388,30506,-23513
-32768,32767,8876
32767,-28844,25624
-32768,6940,1840
32767,-29036,24244
-32768,32767,6384
32767,-28016,32732
30476,-28160,20692
27036,-25556,15608
-8036,-32768,5248
-24532,32767,-3332
12292,27434,29221
9420,-32768,8072
24826,17178,9990
32767,-27952,32767
-23532,32767,-3296
-26476,-32768,2580
6932,2156,15136
-32768,17336,4124
23764,-31492,14572
-20984,32767,-3332
28915,-5626,-15895
32767,-26988,32732
-32768,32544,7832
32767,-26844,32416
13448,-9396,13264
-20432,32767,-2852
-32768,32767,8076
-32768,32767,8024
-32768,28744,6276
-32768,21316,4556
-32768,32767,8724
24816,-27174,1471
23380,-22616,12256
32767,-29168,32767
32767,-27744,24288
-32768,-32768,740
-32768,32767,8484
5948,5108,15476
14924,-32768,9508
-32768,32767,2060
23904,-22964,12484
-32768,-32768,-956
-32768,22752,4720
-32768,32767,2800
-31892,32767,-372
-29008,32767,-1860
-16940,-32768,3928
12596,-8160,13384
-6716,29024,8948
-23160,32767,-3200
16629,-31273,-7975
-15812,32767,-532
-26516,32767,-2976
-32768,-26372,-7232
32767,-27108,25900
6472,3420,15324
-32768,32767,8340
-32768,-32768,-8680
-32768,-32344,-8652
-32768,-3832,-1460
-32768,32767,8236
-28692,32767,-1768
3736,8284,15340
29088,-28368,19584
8092,-32768,7708
-32768,-32768,832
14300,-32768,9516
32767,-26948,32764
32767,-26932,32767
-32768,-29792,-8144
-12976,32767,1980
-9996,32767,5284
23324,-22492,12320
