-8580,4852,10960
-17492,992,17800
-17448,-19208,1084
-10572,-84,10140
-13856,5232,10992
-18100,3484,18140
-18756,4064,16644
-13956,4996,10972
-10168,1368,10232
-16688,-14792,3996
-17496,-20268,1180
-16724,-20476,1448
-16688,2620,17072
-9820,6912,9932
-17352,-19284,864
-15900,5388,12032
-14140,-7160,11340
-15320,-15760,4624
8446,770,-19208
-16540,4688,17156
-17500,-21096,792
-11720,-1408,9196
-9032,7072,10368
-9232,6956,10304
-14596,-8044,6544
-14796,-14492,5772
-10152,7296,9956
-18600,10052,15868
-13752,-8016,9272
-17304,-16772,2608
-11520,7692,9948
-13064,-3820,8172
-17924,10212,13704
-17212,-15972,2960
-14096,-1700,12728
-9112,7480,10544
20734,-25346,-22533
-9724,4116,10876
-17616,9808,13108
-16540,-19048,1548
8444,-4100,-10752
-12964,-3876,8292
-13832,-4396,11220
-16676,8804,12356
-9116,5252,11076
-14856,-14184,5092
-9764,7548,9924
-13732,-9592,8148
-12904,7272,9948
-17672,-20708,800
-9016,6676,11024
-18492,10364,16692
-16968,-19648,1116
-17616,8008,13248
-17660,-20012,1040
-13476,6596,10092
-16532,-12924,4224
-17548,-20996,608
-14388,-752,13472
-16824,8696,18336
-18568,9724,16468
-14004,-10280,7344
-16924,-14608,3664
-10188,7348,9892
-17332,8356,18364
-16616,-19248,1552
-9148,4764,11184
-9184,7492,10320
-13896,7168,10516
-15864,2912,16292
-8948,7112,10384
-17136,-20340,921
2848,-130,-828
-8852,6828,10976
-17472,-19928,908
-10416,1376,10232
-17436,-21136,804
-14112,-11948,7464
-17916,7472,18008
-9972,2820,10628
-10584,6684,10092
-10248,2376,10612
-18708,8596,15496
8447,-19204,-3836
-13788,-4028,11592
-16400,9156,11848
-17316,-17516,2384
-15448,-9612,5848
-8976,6932,10816
-18660,9776,14840
-14552,-13552,5584
-14924,1020,14660
-14424,7864,10444
-15068,-14828,4592
-9048,5748,11340
-17428,-20492,716
-18532,10252,16716
-15452,8252,11236
-18668,8144,15964
-15384,-15724,3992
