-9676,3068,10716
-17108,-7416,16640
-12164,-620,7528
-12040,3124,7564
-14932,-5848,6712
-17172,8936,17368
-18168,-13920,668
-16552,7224,12292
-11144,-3016,10352
-14752,7100,15996
-9528,4392,9960
-10952,3344,8068
-9788,776,10780
-16088,-5488,5176
-16504,4752,12032
-16080,5680,19428
-12476,2524,7392
-17872,-6464,1728
-14596,-1088,8316
-10040,-692,10856
-17076,8644,17528
-14152,-4752,7488
-15736,6152,19712
-16024,5952,11168
-16536,-12484,2776
-13952,-7868,7644
-15832,10620,19400
-16300,6696,11856
-16312,6328,11964
-11560,4444,7692
-18128,-15732,768
-14776,6172,17572
-14020,5800,8268
-13800,5736,8080
-16304,-13628,4496
-14928,6568,17924
-13472,4528,7956
-16544,6740,12548
-9788,5360,8884
-9444,6208,9672
-14976,7596,17960
-14840,5636,16880
-15088,-5420,6836
-9244,6056,9976
-15156,-12080,5996
-15920,-14532,4876
-16804,9520,18956
-17984,-19616,1224
-14176,7288,8648
-14652,-1144,10728
-13004,3612,8084
-14588,-1232,10800
-9560,6368,9348
-17408,8288,16376
-17516,-18104,1976
-14896,-10648,6564
-17296,-15352,2580
-14604,-504,14264
-16920,6712,18372
-10248,3624,8412
-17804,-13780,788
-9456,3708,10032
-11692,-3724,9800
-16356,-9120,3256
0,444,27667
-17752,-16852,1788
-16196,-12144,3440
-15896,9232,19520
-12244,6740,7548
-14044,-9540,7704
24828,-24063,21501
-17576,-14132,1048
-12720,4840,7844
-10880,1128,10520
-14620,1104,12416
-32515,7683,13559
-18020,-17464,528
-9624,7112,9312
-16380,9460,19392
-9416,5808,10804
-9280,3176,10736
-18160,-13888,736
-14984,-5584,6296
-17004,8736,18624
-9744,3308,10796
-14536,3260,14576
-9308,3884,10144
-16088,-9972,4952
-16496,7400,12188
-16096,-12484,4980
-13004,-2304,8732
-13688,-7684,8004
-16740,-14364,3904
-9308,2744,10600
-16564,-13864,4340
-15184,9028,18808
-17300,6792,14360
-13248,-7300,8412
-15204,10108,18868
-17520,7764,16680
