-17880,-19696,212
-8748,4720,11428
-18228,6868,17748
-8436,5216,11600
-12288,-9987,9224
-8484,5160,11548
-17076,6880,18504
-15560,-6080,14212
-8160,6260,11452
-18860,5496,15600
-15432,-12392,5176
-18188,-18744,660
-16512,-12232,4884
-17832,-17548,2220
-14344,-6028,11968
-14220,6912,10308
-18488,9780,16368
-16104,8112,11420
-9812,8704,9636
-8888,4228,11372
-17904,-16904,2088
-15136,3272,15568
-18364,9504,14312
-11804,-2096,9540
-17524,10928,18628
-17604,-18204,636
-16936,-13368,4184
-8512,7976,10592
-12344,8436,9264
-12132,8428,9188
-16156,7928,18180
-11600,8176,9476
-10556,236,10448
-17968,-17736,1548
-17320,-17772,920
-16208,-11992,5164
-10596,7192,9440
-15768,3808,16736
-9492,2556,11176
-16132,-29691,1269
-17928,10280,18192
-14300,-5516,11640
-12660,5932,9892
-8096,6548,11280
-11748,6124,9896
-14896,-7512,12688
-8748,3708,11392
-16632,-816,17308
-8196,5408,10784
-10744,3232,10248
-18800,-7240,17468
-17648,1104,18400
-10652,-684,10344
-11117,-515,-515
-14808,6420,11048
-16200,-364,16076
-17932,26622,-258
-9832,1384,11040
-18816,2504,15508
-17696,-13852,2916
-18216,5048,13784
-9892,5956,9936
-15204,-1732,12476
-11028,-3528,9684
-7937,10747,-12796
-13412,8140,11016
-8328,6268,10592
-8048,4456,11316
-7792,6300,10996
-14700,10612,11800
-16724,4176,15860
-7937,-23812,16133
-16152,-15496,3740
-16496,-14072,3276
-15072,-11312,7008
-17972,6476,18212
-8808,6256,10264
-18112,-20112,508
-18760,6484,16352
-20479,9982,-7159
-15844,-11832,5136
-17836,-15092,784
-17396,3440,13108
-14692,-9352,9888
-15120,-3780,12804
-17828,-3712,18400
-15916,1724,11960
-8128,4980,11344
-18220,-15496,644
-14932,5388,11108
-14576,-7392,8564
-9228,2228,11092
-17776,2424,18620
-18144,-19184,620
-10472,7312,9872
-10276,6016,9656
-17468,3452,12916
-17904,-17876,388
-16460,-16236,2736
-14628,-8728,10464
