-15028,2708,14452
385,-19234,8184
-15064,956,13316
-13740,7660,8716
-18120,-16480,1724
-16844,8436,13204
-14988,-8584,7048
-16012,9368,19260
-15732,-9924,6100
-9144,6700,9820
-24575,23550,1031
-13468,-4316,8500
-15064,4020,17560
-11536,-5900,10312
-9076,4720,10616
-16120,-4252,5628
-16508,-10308,17680
-17892,-9676,2852
-13884,-7852,8168
-18356,-16892,1012
-16260,4852,11792
-8705,32639,32639
-14724,-15752,17900
-9628,-988,11348
-20226,255,9723
-11864,-20248,9964
-14864,1244,16048
-13216,4444,7916
-13216,4444,7916
-13216,4444,7916
-16880,-7412,13808
-12196,7136,7668
-20228,-3325,-25353
-17280,-10380,2564
-9272,4396,9968
-14612,3472,13240
-12036,-15106,-19969
-16772,-2924,3448
-10148,1856,8764
-15408,3364,19244
-12287,-26882,-9464
-17944,-32768,1828
-15632,1860,19196
-11260,-2748,10764
-16912,3440,15400
-8191,-10240,3581
-18592,-10920,1284
-14860,-18616,7864
-15088,-8744,19120
-14380,-4808,8300
-12287,2814,26119
-16392,-5032,12460
-18668,-12364,1534
-15776,-3124,11016
-16232,-9792,5772
-15900,-21336,5720
-12036,27395,-8195
-9156,4668,10560
-19012,-5752,352
-12036,-26877,-4104
-14484,-7860,7748
-15152,-2028,19236
-16820,-21740,3204
-13444,2316,7888
-17856,-12052,3196
-18636,-17380,616
-18584,-22656,1292
1,10493,-15353
-18156,-26880,2220
-13740,220,8160
-18632,-11696,844
-11796,6676,8472
-14808,-1264,9796
-16684,6148,18744
-16452,-6504,4336
-8976,8,11296
-16660,-8160,5996
-3843,-5120,-14598
-3841,-1,-1
-9936,2912,8948
-16096,2504,18092
-17592,1568,13984
-10584,-1016,10572
-15804,-2380,14772
-9368,5380,9392
1,28671,17162
-8504,992,11304
-8864,1120,11316
-10872,-5324,10268
-9232,-1160,11296
-15760,-8000,6868
-9452,7028,9280
-17764,4984,14860
-15868,-208,17636
-15384,972,15608
-17396,-13424,2756
-18132,-12024,1276
-15056,-3944,9256
-10364,4732,8856
-16152,-9020,5072
