-7948,6556,11048
-7900,2444,11308
-15660,6708,12200
-17296,-15532,1100
-10072,8584,10396
-14700,-5732,8736
-8448,-352,11276
-17776,5920,13776
-14132,5800,11408
-17036,5904,13064
-14196,5168,11400
-11164,6196,10428
-7948,6716,11176
-17972,-15656,676
-17028,-1568,12928
-8424,1940,11412
-15172,-6200,5992
-16800,-11324,4000
-18000,-12272,320
-14744,-2340,10236
-14736,-5704,10456
-9628,1000,10800
-7972,5200,11424
-15128,-4392,10768
-13528,11744,11788
-12224,-4608,8712
-17820,-19460,708
-17652,-19076,1032
-14312,-8928,6684
-7916,4788,11436
-8580,9352,10924
-10568,9232,10780
-16236,12284,13176
-18560,12720,17280
-12972,11372,11432
-17640,-17648,2168
-7988,7068,11024
-24324,-5892,-24320
-11316,7884,10548
-16072,772,13792
-12035,-22270,21496
-15700,-14592,5188
-15024,-10960,6368
-14812,-7884,9376
-15368,-5456,11944
-20228,-31229,27127
-15272,9948,12472
-15384,4756,12224
-8132,7752,10644
-10836,-1644,9956
-7816,6216,11008
-9872,9460,10636
-12644,10260,11080
-18320,8224,17904
-18628,7276,17064
-16004,7340,12592
-9020,1036,11012
-12288,-8962,2823
-8124,4320,10752
-13784,7444,10932
-11804,6712,10316
-14100,-7076,7076
-16820,-896,16895
-17016,-10316,3680
-10304,-2020,10456
-11012,-348,9864
-20228,-9476,-1535
-16464,-6984,15876
-17932,-15416,324
-17052,-13948,1916
-12036,-7165,21498
-18196,3620,18148
-7938,29692,24319
-17296,2276,18416
-24322,28926,-517
-17636,3372,18428
-18072,-20481,-1
-13032,5776,10360
-16384,-8962,8455
-8320,6744,10720
-17584,-16044,988
-16131,4356,-13064
-9096,3464,11224
-11776,3148,10288
-15364,-12492,5280
-7939,32250,-3832
-18268,-2492,18176
-17012,-14244,2056
-8104,5724,11284
-17316,-188,12980
-18028,-600,18280
-15736,-11804,4940
-10500,-952,10436
-18668,-7216,17488
-17768,-14332,532
-18060,-13708,668
-18448,-1432,17980
-15692,6340,12332
-17944,3708,18124
-17724,-14896,488
