-9388,6932,10644
-16384,1019,-12539
-17932,8360,13912
-18400,9864,14760
-9256,7568,10244
-17764,-18532,1836
-17920,-17596,1432
-16264,536,14664
-16744,3032,15408
-15496,-11688,5408
-17716,-18292,1772
-9416,8960,10556
-12984,9364,11080
-15188,-7436,6100
-14000,6744,11288
-17720,3376,18052
-17736,3420,18200
-18312,5016,18216
-18256,3124,14144
-18520,7444,14720
-16920,804,16776
-16324,6008,12396
-8464,5540,10532
-8340,3748,11416
-10176,1264,10516
-9196,-124,10944
-17868,-15036,2196
-17012,-11760,17368
-15284,-8948,6160
-8424,4284,10372
-18984,-6848,16296
-15284,-14924,5972
-8872,-1964,11288
-14748,-5884,10560
-14972,336,11612
-17624,-14416,936
-12752,-2856,8272
-12768,-4536,8516
-17744,-11224,2540
-17424,-14576,1300
-17804,-10096,1900
-17284,-8608,3464
-9968,584,10544
-12287,15615,26377
-17316,-17792,1364
-8280,5076,11592
-11276,6808,9912
-18460,3260,17600
-15168,-4860,13696
-12035,-14077,30711
-15792,6244,11512
-17552,-15976,2932
-7938,3067,-19960
-14276,6328,10400
-16020,3004,16728
-9116,3600,11296
-16383,14335,28426
-16420,-9904,4605
-16568,-15868,2616
-17004,-1076,17696
-16896,-14620,17232
-17956,-11676,924
-15080,-7536,6640
-16484,-9700,3336
-14584,-8296,9328
-18244,3956,14132
-8188,5176,10732
-11208,7032,10316
-18704,4724,16980
-18636,4452,16948
-10400,316,10020
-17936,-17444,588
-18780,-6984,16292
-17948,-12216,1700
-8476,6084,10380
-16788,4344,12704
-15272,-8572,6120
-9028,7588,10156
-14632,-6536,8380
-10676,-2172,10156
-10992,2832,10172
-17516,1740,13036
-18928,1068,15988
-16888,352,2768
-16848,-11200,4260
-16460,-9988,4596
-18072,-15612,1324
-16560,-16272,2660
-15460,-13652,5348
-16940,-10100,4124
-18140,-17320,280
-18116,1564,18392
-11264,4120,10008
-8400,3252,11308
-20225,1020,775
-15148,-6800,12980
-15380,-9712,5996
-9676,5400,9988
-17324,5904,12704
-12140,6644,9732
